id,name,now_cost,position,team,transfers_in_event,goals_conceded,expected_goal_involvements,chance_of_playing_this_round,creativity,threat,dreamteam_count,bonus,red_cards,expected_goals_per_90,transfers_out,in_dreamteam,corners_and_indirect_freekicks_order,own_goals,influence_rank_type,ict_index_rank_type,selected_rank,goals_scored,transfers_in,event_points,value_form,selected_by_percent,cost_change_start_fall,minutes,total_points,cost_change_event,points_per_game_rank_type,selected_rank_type,bps,clean_sheets,threat_rank,status,influence,form_rank_type,news,clean_sheets_per_90,goals_conceded_per_90,form,ict_index,ep_this,cost_change_event_fall,web_name,ep_next,penalties_order,saves,starts,value_season,yellow_cards,cost_change_start,now_cost_rank_type,form_rank,points_per_game_rank,expected_goal_involvements_per_90,transfers_out_event,expected_goals_conceded_per_90,creativity_rank,threat_rank_type,expected_goals,chance_of_playing_next_round,starts_per_90,expected_goals_conceded,expected_assists,assists,creativity_rank_type,saves_per_90,news_added,points_per_game,expected_assists_per_90,influence_rank,direct_freekicks_order,now_cost_rank,ict_index_rank
427,Carlos Miguel dos Santos Pereira,44,GKP,Nott'm Forest,928,0,0.00,,0.0,0.0,0,0,0,0.0,9756,False,,0,53,53,315,0,1456,0,0.0,0.3,1,0,0,0,52,46,0,0,342,a,0.0,52,,0.0,0.0,0.0,0.0,0.5,0,C.Miguel,0.0,,0,0,0.0,0,-1,38,414,414,0.0,2592,0.0,397,32,0.00,,0.0,0.00,0.00,0,34,0.0,,0.0,0.0,409,,542,417
428,Eric da Silva Moreira,45,MID,Nott'm Forest,263,0,0.00,,0.0,0.0,0,0,0,0.0,1310,False,,0,218,225,488,0,659,0,0.0,0.1,0,0,0,0,226,186,0,0,487,a,0.0,226,,0.0,0.0,0.0,0.0,0.5,0,Da Silva Moreira,0.0,,0,0,0.0,0,0,276,525,525,0.0,578,0.0,518,204,0.00,,0.0,0.00,0.00,0,226,0.0,,0.0,0.0,518,,517,526
429,Danilo dos Santos de Oliveira,49,MID,Nott'm Forest,65,0,0.00,0.0,0.1,0.0,0,0,0,0.0,3142,False,,0,233,239,553,0,192,0,0.1,0.0,1,14,1,0,126,237,1,0,512,i,0.0,146,Ankle injury - Unknown return date,0.0,0.0,0.5,0.0,0.0,0,Danilo,0.0,,0,1,0.2,0,-1,213,296,254,0.0,550,1.8,315,218,0.00,0.0,6.43,0.28,0.00,0,174,0.0,2024-08-17T20:00:06.172553Z,1.0,0.0,543,,328,550
430,Emmanuel Dennis,50,FWD,Nott'm Forest,1398,0,0.00,,0.0,0.0,0,0,0,0.0,6599,False,,0,48,49,338,0,3180,0,0.0,0.2,0,0,0,0,50,50,0,0,541,a,0.0,50,,0.0,0.0,0.0,0.0,0.5,0,Dennis,0.0,,0,0,0.0,0,0,48,566,566,0.0,2623,0.0,564,46,0.00,,0.0,0.00,0.00,0,48,0.0,,0.0,0.0,560,,241,567
431,Nicolás Domínguez,50,MID,Nott'm Forest,40,1,0.21,,15.9,5.0,0,0,0,0.21,787,False,,0,101,107,556,0,136,0,0.1,0.0,0,51,1,0,171,239,0,0,183,a,10.8,154,,0.0,1.76,0.5,3.2,1.0,0,Dominguez,0.5,,0,0,0.2,1,0,165,305,328,0.37,317,1.18,121,107,0.12,,0.0,0.67,0.09,0,85,0.0,,0.5,0.16,225,,253,218
432,Anthony Elanga,54,MID,Nott'm Forest,5311,0,0.64,75.0,65.8,38.0,0,0,0,0.15,70735,False,1.0,0,56,22,155,0,7195,3,0.4,1.6,1,143,4,-1,83,53,24,1,46,a,27.4,80,,0.63,0.0,2.0,13.2,1.9,1,Elanga,2.0,,0,2,0.7,0,-1,106,153,158,0.4,15961,0.43,20,27,0.24,100.0,1.26,0.69,0.40,0,18,0.0,2024-08-17T20:30:06.384998Z,2.0,0.25,138,,172,34
433,Morgan Gibbs-White,65,MID,Nott'm Forest,56650,1,0.66,,75.5,69.0,0,2,0,0.28,73255,False,5.0,0,13,9,82,1,71071,10,0.9,4.7,0,180,12,0,19,27,43,1,11,a,58.6,17,,0.5,0.5,6.0,20.3,6.5,0,Gibbs-White,6.0,1.0,0,2,1.8,0,0,31,34,38,0.32,26566,0.68,13,8,0.57,,1.0,1.36,0.09,0,11,0.0,,6.0,0.04,25,1.0,50,11
434,Callum Hudson-Odoi,55,MID,Nott'm Forest,9766,0,0.65,,95.6,49.0,0,0,0,0.06,57903,False,4.0,0,43,13,105,0,30512,3,0.5,3.2,0,161,6,0,41,34,37,2,29,a,33.2,41,,1.12,0.0,3.0,17.8,3.5,0,Hudson-Odoi,3.0,,0,2,1.1,0,0,75,106,106,0.36,32713,0.43,3,15,0.11,,1.12,0.77,0.54,0,3,0.0,,3.0,0.3,108,,124,15
435,Alex Mighten,45,MID,Nott'm Forest,292,0,0.00,,0.0,0.0,0,0,0,0.0,911,False,,0,172,179,523,0,594,0,0.0,0.0,0,0,0,0,180,212,0,0,415,a,0.0,180,,0.0,0.0,0.0,0.0,0.5,0,Mighten,0.0,,0,0,0.0,0,0,224,466,466,0.0,372,0.0,457,156,0.00,,0.0,0.00,0.00,0,180,0.0,,0.0,0.0,459,,430,467
436,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,6357,1,0.11,,11.8,4.0,0,1,0,0.0,5425,False,,0,49,56,240,0,8362,7,1.0,0.6,0,180,9,0,17,86,42,1,198,a,28.8,15,,0.5,0.5,4.5,4.5,5.0,0,Murillo,4.5,,0,2,2.0,0,0,137,56,60,0.06,2266,0.68,163,59,0.00,,1.0,1.36,0.11,0,40,0.0,,4.5,0.06,130,,521,167
437,Neco Williams,45,DEF,Nott'm Forest,5836,1,0.46,,37.2,32.0,0,0,0,0.16,5822,False,,0,14,7,241,0,8870,6,0.8,0.6,0,180,7,0,32,87,34,1,56,a,41.4,30,,0.5,0.5,3.5,11.1,4.0,0,N.Williams,3.5,,0,2,1.6,1,0,89,86,89,0.24,2218,0.68,51,7,0.31,,1.0,1.36,0.15,0,5,0.0,,3.5,0.08,63,3.0,400,52
438,Omar Richards,45,DEF,Nott'm Forest,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,2308,False,,0,175,175,526,0,33,0,0.0,0.0,0,0,0,0,172,182,0,0,390,u,0.0,172,Loaned to Rio Ave,0.0,0.0,0.0,0.0,0.0,0,O.Richards,0.0,,0,0,0.0,0,0,83,447,447,0.0,867,0.0,437,155,0.00,0.0,0.0,0.00,0.00,0,174,0.0,2024-08-22T11:19:23.101534Z,0.0,0.0,441,,392,449
439,Lewis O'Brien,50,MID,Nott'm Forest,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,64,False,,0,247,253,624,0,0,0,0.0,0.0,0,0,0,0,253,282,0,0,543,u,0.0,253,On loan to Los Angeles Football Club for the rest of the season,0.0,0.0,0.0,0.0,0.0,0,O'Brien,0.0,,0,0,0.0,0,0,160,568,568,0.0,9,0.0,566,237,0.00,0.0,0.0,0.00,0.00,0,254,0.0,2024-08-01T07:01:57.624673Z,0.0,0.0,562,,245,569
440,Andrew Omobamidele,45,DEF,Nott'm Forest,26,0,0.00,,0.0,0.0,0,0,0,0.0,1406,False,,0,189,189,481,0,62,0,0.0,0.1,0,0,0,0,186,175,0,0,439,a,0.0,186,,0.0,0.0,0.0,0.0,0.5,0,Omobamidele,0.0,,0,0,0.0,0,0,123,485,485,0.0,442,0.0,477,178,0.00,,0.0,0.00,0.00,0,189,0.0,,0.0,0.0,478,,459,486
441,Jonathan Panzo,40,DEF,Nott'm Forest,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,58,False,,0,119,119,623,0,0,0,0.0,0.0,0,0,0,0,114,205,0,0,284,u,0.0,114,On a season long loan to Rio Ave,0.0,0.0,0.0,0.0,0.0,0,Panzo,0.0,,0,0,0.0,0,0,170,359,359,0.0,14,0.0,343,90,0.00,0.0,0.0,0.00,0.00,0,118,0.0,2024-07-18T09:44:17.568948Z,0.0,0.0,355,,577,363
442,Ibrahim Sangaré,45,MID,Nott'm Forest,36111,1,0.07,,4.6,15.0,0,0,0,0.01,37108,False,,0,66,87,120,0,72539,2,0.4,2.6,0,155,4,0,66,40,22,1,113,a,24.4,65,,0.58,0.58,2.0,4.4,2.5,0,Sangaré,2.0,,0,2,0.9,1,0,220,135,137,0.04,20005,0.79,199,68,0.02,,1.16,1.36,0.05,0,120,0.0,,2.0,0.03,157,,396,173
443,Matz Sels,45,GKP,Nott'm Forest,32182,1,0.00,,0.0,0.0,0,0,0,0.0,17386,False,,0,17,17,160,0,46932,6,1.0,1.5,0,180,9,0,6,23,34,1,360,a,28.8,6,,0.5,0.5,4.5,2.9,5.0,0,Sels,4.5,,4,2,2.0,0,0,17,54,58,0.0,9540,0.68,411,39,0.00,,1.0,1.36,0.00,0,41,2.0,,4.5,0.0,129,,348,227
444,Harry Toffolo,45,DEF,Nott'm Forest,35,1,0.03,,3.0,6.0,0,0,0,0.05,1426,False,3.0,0,92,87,469,0,146,0,0.1,0.1,0,36,1,0,76,171,0,0,167,a,9.6,91,,0.0,2.5,0.5,1.9,1.0,0,Toffolo,0.5,,0,0,0.2,0,0,66,279,231,0.07,592,1.68,224,41,0.02,,0.0,0.67,0.01,0,67,0.0,,1.0,0.02,237,,366,262
445,Matt Turner,40,GKP,Nott'm Forest,34003,0,0.00,,0.0,0.0,0,0,0,0.0,114196,False,,0,38,38,17,0,65796,0,0.0,18.4,0,0,0,0,37,2,0,0,290,a,0.0,37,,0.0,0.0,0.0,0.0,0.5,0,Turner,0.0,,0,0,0.0,0,0,55,364,364,0.0,56784,0.0,348,17,0.00,,0.0,0.00,0.00,0,19,0.0,,0.0,0.0,360,,585,368
446,Hwang Ui-jo,45,FWD,Nott'm Forest,30376,0,0.00,,0.0,0.0,0,0,0,0.0,31125,False,,0,37,38,147,0,53203,0,0.0,1.9,0,0,0,0,39,23,0,0,388,a,0.0,39,,0.0,0.0,0.0,0.0,0.5,0,Ui-jo,0.0,,0,0,0.0,0,0,64,445,445,0.0,15044,0.0,435,35,0.00,,0.0,0.00,0.00,0,37,0.0,,0.0,0.0,439,,390,447
447,Chris Wood,61,FWD,Nott'm Forest,46508,0,1.06,,22.6,61.0,0,3,0,0.59,104528,False,,0,11,8,54,1,321909,1,0.8,8.0,-1,145,10,0,8,9,35,2,17,a,38.4,8,,1.24,0.0,5.0,12.2,5.5,0,Wood,5.0,,0,2,1.6,1,1,20,49,53,0.66,68319,0.48,90,5,0.95,,1.24,0.77,0.11,0,8,0.0,,5.0,0.07,80,,72,44
448,Joe Worrall,45,DEF,Nott'm Forest,23,0,0.00,,0.0,0.0,0,0,0,0.0,1521,False,,0,177,177,495,0,71,0,0.0,0.1,0,0,0,0,174,176,0,0,392,u,0.0,174,Transferred to Burnley,0.0,0.0,0.0,0.0,0.5,0,Worrall,0.0,,0,0,0.0,0,0,85,449,449,0.0,559,0.0,439,157,0.00,0.0,0.0,0.00,0.00,0,176,0.0,2024-08-26T10:09:19.430328Z,0.0,0.0,443,,394,451
449,Ryan Yates,50,MID,Nott'm Forest,1990,1,0.29,,27.6,37.0,0,2,0,0.24,9337,False,,0,79,54,303,0,23007,1,0.8,0.3,0,99,8,0,35,101,37,0,47,a,17.4,34,,0.0,0.91,4.0,8.2,4.5,0,Yates,4.0,,0,0,1.6,0,0,143,74,77,0.27,5055,0.85,76,28,0.26,,0.0,0.94,0.03,1,61,0.0,,4.0,0.03,192,,222,78
573,Nikola Milenković,45,DEF,Nott'm Forest,1678,0,0.99,,10.8,19.0,0,0,0,0.98,3104,False,,0,87,62,353,0,1912,6,0.7,0.2,0,90,6,0,6,127,16,1,98,a,11.2,37,,1.0,0.0,3.0,4.1,3.5,0,Milenković,3.0,,0,1,1.3,0,0,99,101,27,0.99,587,0.14,171,17,0.98,,1.0,0.14,0.01,0,46,0.0,,6.0,0.01,223,,412,188
596,João Pedro Ferreira Silva,60,MID,Nott'm Forest,540,0,0.00,,0.0,0.0,0,0,0,0.0,4808,False,,0,147,168,437,0,1603,1,0.1,0.1,0,1,1,0,164,159,3,0,612,a,2.2,170,,0.0,0.0,0.5,0.2,1.0,0,Jota Silva,0.5,,0,0,0.2,0,0,54,328,309,0.0,1188,0.0,616,274,0.00,,0.0,0.00,0.00,0,277,0.0,,1.0,0.0,297,,86,327
620,Ramón Sosa,55,MID,Nott'm Forest,90,0,0.00,,0.0,0.0,0,0,0,0.0,94,False,,0,273,274,601,0,203,0,0.0,0.0,0,0,0,0,274,264,0,0,601,a,0.0,274,,0.0,0.0,0.0,0.0,2.5,0,Sosa,2.0,,0,0,0.0,0,0,82,606,606,0.0,75,0.0,609,269,0.00,,0.0,0.00,0.00,0,274,0.0,,0.0,0.0,609,,141,609
27,Cameron Archer,50,FWD,Southampton,17010,0,0.21,,0.6,22.0,0,0,0,0.46,28611,False,,0,31,25,172,0,30554,1,0.2,1.4,0,37,2,0,26,30,7,0,87,a,1.2,24,,0.0,0.0,1.0,2.4,0.5,0,Archer,0.5,,0,0,0.4,0,0,51,242,272,0.51,13904,0.75,292,21,0.19,,0.0,0.31,0.02,0,32,0.0,,1.0,0.05,313,,256,245
188,Lesley Ugochukwu,45,MID,Southampton,3522,0,0.00,,0.0,0.0,0,0,0,0.0,7035,False,,0,202,209,291,0,8394,0,0.0,0.3,0,0,0,0,210,94,0,0,464,a,0.0,210,,0.0,0.0,0.0,0.0,-0.5,0,Ugochukwu,-0.5,,0,0,0.0,0,0,257,506,506,0.0,3251,0.0,499,186,0.00,,0.0,0.00,0.00,0,210,0.0,,0.0,0.0,499,,490,507
450,Carlos Alcaraz Durán,50,MID,Southampton,193,0,0.10,,15.9,19.0,0,0,0,0.7,2738,False,,0,116,90,454,0,780,0,0.1,0.1,0,9,1,0,144,165,4,0,101,a,8.4,159,,0.0,0.0,0.5,4.3,0.0,0,Alcaraz,0.0,2.0,0,0,0.2,0,0,189,314,283,1.0,1329,0.0,122,61,0.07,,0.0,0.00,0.03,0,86,0.0,,1.0,0.3,247,,290,179
451,Samuel Amo-Ameyaw,45,MID,Southampton,988,0,0.15,,15.0,6.0,0,0,0,0.2,2450,False,,0,131,116,421,0,3442,0,0.1,0.1,0,9,1,0,117,150,4,0,171,a,4.0,140,,0.0,0.0,0.5,2.5,0.0,0,Amo-Ameyaw,0.0,,0,0,0.2,0,0,256,287,240,1.5,1170,0.0,136,97,0.02,,0.0,0.00,0.13,0,92,0.0,,1.0,1.3,272,,489,240
452,Joe Aribo,50,MID,Southampton,323,2,0.52,,34.1,15.0,0,0,0,0.03,1271,False,,0,68,63,492,0,1427,2,0.4,0.1,0,144,4,0,73,190,28,0,114,a,23.8,70,,0.0,1.25,2.0,7.3,1.5,0,Aribo,1.5,,0,2,0.8,0,0,135,143,148,0.32,532,1.57,58,69,0.05,,1.25,2.51,0.47,0,49,0.0,,2.0,0.29,162,,211,91
453,Adam Armstrong,55,FWD,Southampton,7803,2,0.82,,15.8,46.0,0,0,0,0.41,38998,False,,0,18,16,150,0,45482,1,0.3,1.7,0,160,3,0,21,24,6,0,31,a,10.0,20,,0.0,1.12,1.5,7.2,1.0,0,Armstrong,1.0,1.0,0,2,0.5,1,0,33,200,206,0.46,21603,1.34,123,13,0.73,,1.12,2.39,0.09,0,12,0.0,,1.5,0.05,229,,113,94
454,Gavin Bazunu,45,GKP,Southampton,51,0,0.00,0.0,0.0,0.0,0,0,0,0.0,8549,False,,0,64,64,331,0,561,0,0.0,0.2,0,0,0,0,64,52,0,0,430,i,0.0,64,Achilles injury - Expected back 15 Feb,0.0,0.0,0.0,0.0,0.0,0,Bazunu,0.0,,0,0,0.0,0,0,32,478,478,0.0,3496,0.0,469,54,0.00,0.0,0.0,0.00,0.00,0,55,0.0,2024-08-23T09:30:06.171400Z,0.0,0.0,471,,450,479
455,Jan Bednarek,40,DEF,Southampton,35321,2,0.04,,24.9,4.0,0,0,0,0.0,24963,False,,0,25,17,125,0,121082,1,0.4,2.4,0,170,3,0,48,46,22,0,188,a,37.6,47,,0.0,1.06,1.5,6.6,1.0,0,Bednarek,1.0,,0,2,0.8,1,0,163,164,170,0.02,11804,1.43,82,49,0.00,,1.06,2.70,0.04,0,12,0.0,,1.5,0.02,87,,567,103
456,Armel Bella-Kotchap,40,DEF,Southampton,1045,0,0.00,,0.0,0.0,0,0,0,0.0,4578,False,,0,132,132,299,0,2371,0,0.0,0.3,0,0,0,0,127,113,0,0,310,a,0.0,127,,0.0,0.0,0.0,0.0,-0.5,0,Bella-Kotchap,-0.5,,0,0,0.0,0,0,188,384,384,0.0,1886,0.0,368,104,0.00,,0.0,0.00,0.00,0,131,0.0,,0.0,0.0,380,,607,388
457,James Bree,40,DEF,Southampton,557,0,0.00,,0.0,0.0,0,0,0,0.0,2319,False,3.0,0,114,114,388,0,1195,0,0.0,0.2,0,0,0,0,110,144,0,0,277,a,0.0,110,,0.0,0.0,0.0,0.0,-0.5,0,Bree,-0.5,,0,0,0.0,0,0,165,353,353,0.0,905,0.0,336,85,0.00,,0.0,0.00,0.00,0,113,0.0,,0.0,0.0,348,,570,356
458,Shea Charles,45,MID,Southampton,383,0,0.00,,0.0,0.0,0,0,0,0.0,1616,False,,0,184,191,458,0,928,0,0.0,0.1,0,0,0,0,192,168,0,0,436,a,0.0,192,,0.0,0.0,0.0,0.0,-0.5,0,Charles,-0.5,,0,0,0.0,0,0,236,482,482,0.0,657,0.0,474,168,0.00,,0.0,0.00,0.00,0,192,0.0,,0.0,0.0,475,,456,483
459,Samuel Edozie,50,MID,Southampton,55,0,0.15,,19.0,22.0,0,0,0,0.0,673,False,,0,106,81,568,0,205,1,0.1,0.0,0,64,1,0,172,248,6,0,88,a,9.8,158,,0.0,0.0,0.5,5.1,0.0,0,Edozie,0.0,,0,0,0.2,1,0,185,312,331,0.21,251,0.44,101,54,0.00,,0.0,0.31,0.15,0,70,0.0,,0.5,0.21,235,,283,146
460,Ronnie Edwards,40,DEF,Southampton,582,0,0.00,,0.0,0.0,0,0,0,0.0,2481,False,,0,134,134,372,0,1267,0,0.0,0.2,0,0,0,0,130,138,0,0,315,a,0.0,130,,0.0,0.0,0.0,0.0,-0.5,0,Edwards,-0.5,,0,0,0.0,0,0,191,389,389,0.0,1015,0.0,372,107,0.00,,0.0,0.00,0.00,0,133,0.0,,0.0,0.0,384,,612,392
461,Taylor Harwood-Bellis,40,DEF,Southampton,67431,2,0.03,,16.1,6.0,0,0,0,0.0,62782,False,,0,33,30,37,0,154421,2,0.4,11.1,0,165,3,0,50,12,11,0,164,a,34.6,49,,0.0,1.09,1.5,5.7,1.0,0,Harwood-Bellis,1.0,,0,2,0.8,1,0,179,166,172,0.02,35692,1.37,119,38,0.00,,1.09,2.51,0.03,0,25,0.0,,1.5,0.02,100,,589,123
462,Kamaldeen Sulemana,50,MID,Southampton,16,0,0.00,25.0,0.0,0.0,0,0,0,0.0,246,False,,0,256,262,614,0,27,0,0.0,0.0,0,0,0,0,261,275,0,0,567,d,0.0,261,Ankle injury - 25% chance of playing,0.0,0.0,0.0,0.0,-0.1,0,Kamaldeen,-0.1,,0,0,0.0,0,0,191,581,581,0.0,55,0.0,582,252,0.00,25.0,0.0,0.00,0.00,0,262,0.0,2024-08-05T15:00:04.500770Z,0.0,0.0,578,,292,585
463,Adam Lallana,50,MID,Southampton,13,0,0.00,25.0,0.0,0.0,0,0,0,0.0,1418,False,,0,235,241,576,0,35,0,0.0,0.0,0,0,0,0,240,252,0,0,514,d,0.0,240,Lack of match fitness - 25% chance of playing,0.0,0.0,0.0,0.0,-0.1,0,Lallana,-0.1,,0,0,0.0,0,0,112,550,550,0.0,308,0.0,542,220,0.00,25.0,0.0,0.00,0.00,0,240,0.0,2024-08-15T14:30:06.184270Z,0.0,0.0,545,,178,552
464,Juan Larios López,40,DEF,Southampton,78,0,0.00,25.0,0.0,0.0,0,0,0,0.0,2238,False,,0,138,138,501,0,147,0,0.0,0.1,0,0,0,0,134,178,0,0,320,d,0.0,134,Lack of match fitness - 25% chance of playing,0.0,0.0,0.0,0.0,-0.1,0,Larios,-0.1,,0,0,0.0,0,0,196,394,394,0.0,451,0.0,377,111,0.00,25.0,0.0,0.00,0.00,0,137,0.0,2024-08-16T11:00:06.405628Z,0.0,0.0,389,,618,397
465,Mateusz Lis,40,GKP,Southampton,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,3616,False,,0,34,34,332,0,888,0,0.0,0.2,0,0,0,0,33,53,0,0,282,u,0.0,33,Transferred to Göztepe,0.0,0.0,0.0,0.0,0.0,0,Lis,0.0,,0,0,0.0,0,0,51,357,357,0.0,1879,0.0,341,13,0.00,0.0,0.0,0.00,0.00,0,15,0.0,2024-08-23T12:38:57.742902Z,0.0,0.0,353,,575,361
466,Joe Lumley,40,GKP,Southampton,1368,0,0.00,,0.0,0.0,0,0,0,0.0,1578,False,,0,31,31,312,0,2504,0,0.0,0.3,0,0,0,0,30,45,0,0,273,a,0.0,30,,0.0,0.0,0.0,0.0,-0.5,0,Lumley,-0.5,,0,0,0.0,0,0,48,349,349,0.0,706,0.0,332,10,0.00,,0.0,0.00,0.00,0,12,0.0,,0.0,0.0,344,,564,352
467,Ryan Manning,45,DEF,Southampton,72,0,0.00,,0.0,0.0,0,0,0,0.0,1483,False,1.0,0,176,176,472,0,184,0,0.0,0.1,0,0,0,0,173,173,0,0,391,a,0.0,173,,0.0,0.0,0.0,0.0,-0.5,0,Manning,-0.5,,0,0,0.0,0,0,84,448,448,0.0,492,0.0,438,156,0.00,,0.0,0.00,0.00,0,175,0.0,,0.0,0.0,442,,393,450
468,Sékou Mara,50,FWD,Southampton,315,0,0.00,,0.0,0.0,0,0,0,0.0,2840,False,,0,52,53,463,0,782,0,0.0,0.1,0,0,0,0,54,64,0,0,560,u,0.0,54,Transferred to Strasbourg,0.0,0.0,0.0,0.0,-0.5,0,Mara,0.0,,0,0,0.0,0,0,54,577,577,0.0,1127,0.0,576,50,0.00,0.0,0.0,0.00,0.00,0,53,0.0,2024-08-26T10:17:11.280625Z,0.0,0.0,572,,275,579
469,Alex McCarthy,45,GKP,Southampton,3053,2,0.00,,0.0,0.0,0,0,0,0.0,2750,False,,0,7,7,337,0,5813,4,0.7,0.2,0,180,6,0,12,54,21,0,354,a,52.0,12,,0.0,1.0,3.0,5.2,2.5,0,McCarthy,2.5,,7,2,1.3,0,0,13,99,102,0.0,1193,1.35,406,35,0.00,,1.0,2.70,0.00,0,37,3.5,,3.0,0.0,41,,340,139
470,Paul Onuachu,50,FWD,Southampton,536,0,0.00,,0.0,0.0,0,0,0,0.0,2996,False,,0,47,48,442,0,1210,0,0.0,0.1,0,0,0,0,49,60,0,0,523,a,0.0,49,,0.0,0.0,0.0,0.0,-0.5,0,Onuachu,-0.5,,0,0,0.0,0,0,47,556,556,0.0,1120,0.0,550,45,0.00,,0.0,0.00,0.00,0,47,0.0,,0.0,0.0,550,,195,557
471,Will Smallbone,50,MID,Southampton,137,2,0.57,,15.5,28.0,0,0,0,0.16,994,False,2.0,0,127,83,502,0,716,2,0.4,0.1,0,173,4,0,77,197,22,0,72,a,4.8,74,,0.0,1.04,2.0,4.8,1.5,0,Smallbone,1.5,,0,2,0.8,0,0,148,147,152,0.3,447,1.4,127,46,0.31,,1.04,2.70,0.26,0,88,0.0,,2.0,0.14,266,1.0,229,155
472,Jack Stephens,40,DEF,Southampton,16098,2,0.07,,21.3,4.0,0,0,0,0.0,5651,False,,0,51,35,245,0,22917,2,0.4,0.5,0,180,3,0,47,89,13,0,187,a,28.6,46,,0.0,1.0,1.5,5.4,1.0,0,Stephens,1.0,,0,2,0.8,1,0,153,163,169,0.04,3397,1.35,96,48,0.00,,1.0,2.70,0.07,0,16,0.0,,1.5,0.04,132,,552,135
473,Ross Stewart,45,FWD,Southampton,1808,0,0.00,25.0,0.0,0.0,0,0,0,0.0,12993,False,,0,38,39,239,0,3035,0,0.0,0.6,0,0,0,0,40,39,0,0,404,d,0.0,40,Lack of match fitness - 25% chance of playing,0.0,0.0,0.0,0.0,-0.1,0,Stewart,-0.1,,0,0,0.0,0,0,65,456,456,0.0,3971,0.0,447,36,0.00,25.0,0.0,0.00,0.00,0,38,0.0,2024-08-15T14:30:06.197749Z,0.0,0.0,450,,415,458
474,Sugawara Yukinari,45,DEF,Southampton,260,2,0.31,,21.2,3.0,0,0,0,0.02,1963,False,,0,62,46,396,0,1111,2,0.3,0.2,0,116,3,0,56,146,19,0,214,a,23.8,55,,0.0,1.55,1.5,4.8,1.0,0,Sugawara,1.0,,0,2,0.7,0,0,90,174,180,0.24,794,1.85,97,63,0.02,,1.55,2.39,0.29,0,17,0.0,,1.5,0.22,161,,401,154
475,Charlie Taylor,40,DEF,Southampton,10275,0,0.01,,1.6,2.0,0,0,0,0.0,56363,False,,0,105,102,77,0,19436,1,0.1,5.1,0,14,1,0,67,26,3,0,219,a,0.8,80,,0.0,0.0,0.5,0.4,0.0,0,Taylor,0.0,,0,0,0.2,0,0,156,268,222,0.06,23115,1.22,256,65,0.00,,0.0,0.19,0.01,0,79,0.0,,1.0,0.06,316,,556,308
476,Kyle Walker-Peters,45,DEF,Southampton,1507,2,0.26,,15.1,28.0,0,0,0,0.08,5139,False,,0,66,18,257,0,5023,2,0.4,0.5,0,170,4,0,42,95,21,0,71,a,23.0,42,,0.0,1.06,2.0,6.6,1.5,0,Walker-Peters,1.5,,0,2,0.9,0,0,70,133,135,0.13,2297,1.43,134,9,0.16,,1.06,2.70,0.10,0,30,0.0,,2.0,0.05,168,,375,104
477,Nathan Wood-Gordon,40,DEF,Southampton,9321,0,0.00,,0.0,0.0,0,0,0,0.0,15237,False,,0,124,124,176,0,19251,0,0.0,1.3,0,0,0,0,119,65,0,0,293,a,0.0,119,,0.0,0.0,0.0,0.0,-0.5,0,Wood,-0.5,,0,0,0.0,0,0,178,367,367,0.0,6693,0.0,351,96,0.00,,0.0,0.00,0.00,0,123,0.0,,0.0,0.0,363,,588,371
518,Flynn Downes,50,MID,Southampton,119,2,0.27,,58.2,9.0,0,0,0,0.06,944,False,,0,38,44,494,0,479,1,0.3,0.1,0,180,3,0,92,192,25,0,142,a,37.0,89,,0.0,1.0,1.5,10.5,1.0,0,Downes,1.0,,0,2,0.6,1,0,152,188,194,0.14,457,1.35,26,85,0.11,,1.0,2.70,0.16,0,23,0.0,,1.5,0.08,91,,234,64
584,Ben Brereton Díaz,55,MID,Southampton,1374,2,0.38,,44.4,20.0,0,0,0,0.17,15662,False,,0,109,62,223,0,10334,2,0.3,0.7,0,160,3,0,106,76,10,0,97,a,9.6,103,,0.0,1.12,1.5,7.4,1.0,0,Brereton Díaz,1.0,,0,2,0.5,1,0,73,204,210,0.21,7686,1.52,43,58,0.30,,1.12,2.70,0.08,0,37,0.0,,1.5,0.04,240,,122,90
608,Tyler Dibling,45,MID,Southampton,2304,0,0.02,,12.9,2.0,0,0,0,0.0,1467,False,,0,121,123,474,0,3725,1,0.2,0.1,0,26,2,0,116,176,12,0,226,a,6.8,113,,0.0,0.0,1.0,2.2,0.5,0,Dibling,0.5,,0,0,0.4,0,0,251,224,239,0.07,880,0.0,154,125,0.00,,0.0,0.00,0.02,0,102,0.0,,1.0,0.07,256,,484,252
623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,77,0,0.01,,3.8,4.0,0,0,0,0.0,42,False,,0,157,145,616,0,170,1,0.2,0.0,0,14,1,0,148,276,4,0,207,a,1.4,128,,0.0,0.0,1.0,0.9,1.1,0,M.Fernandes,1.1,,0,0,0.2,0,0,200,250,287,0.06,39,1.22,210,116,0.00,,0.0,0.19,0.01,0,127,0.0,,1.0,0.06,311,,303,293
